UR	SR	humanSubj Freq	"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__	Observed Probability p(SR|UR)	t=1.5 Predicted Probability	t=1.5 Error	t=1 Predicted Probability	t=1 Error
Fólerserj	Fólerserjnek	1	1	0	0	0	0	0	0	0	0	0	1	0.987299516	-0.012700484	0.99854312	-0.00145688
kíb	kíbnak	0	0	1	0	0	0	1	0	0	0	0	0	0.241098457	0.241098457	0.151871164	0.151871164
kíb	kíbnek	1	0	0	0	0	0	0	0	0	0	1	1	0.758901543	-0.241098457	0.848128836	-0.151871164
nyadis	nyadisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
nyadis	nyadisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
mutórisz	mutórisznak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
mutórisz	mutórisznek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
Correrém	Correrémnak	0	0	1	1	0	1	1	0	0	0	0	0	0.05554926	0.05554926	0.014063627	0.014063627
Correrém	Correrémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.94445074	-0.05554926	0.985936373	-0.014063627
keg	kegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
keg	kegnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
Atadeng	Atadengnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Atadeng	Atadengnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
adónís	adónísnak	0	0	1	0	0	0	0	0	1	0	0	0	0.865296948	0.865296948	0.942133045	0.942133045
adónís	adónísnek	1	1	0	0	0	0	0	0	0	0	0	1	0.134703052	-0.865296948	0.057866955	-0.942133045
rily	rilynak	0	0	1	0	0	0	0	0	0	0	0	0	0.24477678	0.24477678	0.15577584	0.15577584
rily	rilynek	1	0	0	0	0	0	0	0	0	0	0	1	0.75522322	-0.24477678	0.84422416	-0.15577584
kómem	kómemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
kómem	kómemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
Vosztelirn	Vosztelirnnak	0	0	1	0	0	1	0	1	0	1	0	0	0.109096821	0.109096821	0.041091278	0.041091278
Vosztelirn	Vosztelirnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
Vúgyites	Vúgyitesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
Vúgyites	Vúgyitesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
Notkejzs	Notkejzsnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
Notkejzs	Notkejzsnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Dánén	Dánénnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Dánén	Dánénnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
topjin	topjinnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
topjin	topjinnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
akunzend	akunzendnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
akunzend	akunzendnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
botemm	botemmnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
botemm	botemmnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
Apcesérn	Apcesérnnak	0	0	1	1	0	1	0	1	0	1	0	0	0.044220729	0.044220729	0.009853756	0.009853756
Apcesérn	Apcesérnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.955779271	-0.044220729	0.990146244	-0.009853756
bikt	biktnak	0	0	1	0	0	0	0	0	0	1	0	0	0.092792953	0.092792953	0.031676228	0.031676228
bikt	biktnek	1	0	0	0	0	0	0	0	0	0	0	1	0.907207047	-0.092792953	0.968323772	-0.031676228
Ogózéb	Ogózébnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
Ogózéb	Ogózébnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
nyopeny	nyopenynak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
nyopeny	nyopenynek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
kogybis	kogybisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
kogybis	kogybisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
anzílc	anzílcnak	1	0	1	0	0	0	0	0	1	1	0	1	0.669664197	-0.330335803	0.742690545	-0.257309455
anzílc	anzílcnek	0	1	0	0	0	0	0	0	0	0	0	0	0.330335803	0.330335803	0.257309455	0.257309455
Nyem	Nyemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
Nyem	Nyemnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
Hátrín	Hátrínnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Hátrín	Hátrínnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
Hónes	Hónesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Hónes	Hónesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Szibb	Szibbnak	0	0	1	0	0	0	1	0	0	1	0	0	0.01958267	0.01958267	0.002814927	0.002814927
Szibb	Szibbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98041733	-0.01958267	0.997185073	-0.002814927
ókezge	ókezgenak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
ókezge	ókezgenek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
tetty	tettynak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
tetty	tettynek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
atálek	atáleknak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
atálek	atáleknek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Milcs	Milcsnak	0	0	1	0	0	0	0	0	1	1	0	0	0.052816627	0.052816627	0.012996417	0.012996417
Milcs	Milcsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.947183373	-0.052816627	0.987003583	-0.012996417
hafséb	hafsébnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
hafséb	hafsébnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
Jádin	Jádinnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Jádin	Jádinnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
nin	ninnak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
nin	ninnek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
konátís	konátísnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
konátís	konátísnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
rikt	riktnak	0	0	1	0	0	0	0	0	0	1	0	0	0.092792953	0.092792953	0.031676228	0.031676228
rikt	riktnek	1	0	0	0	0	0	0	0	0	0	0	1	0.907207047	-0.092792953	0.968323772	-0.031676228
Mágodék	Mágodéknak	1	0	1	1	0	0	0	0	0	0	0	1	0.816578061	-0.183421939	0.903784458	-0.096215542
Mágodék	Mágodéknek	0	1	0	0	0	0	0	0	0	0	0	0	0.183421939	0.183421939	0.096215542	0.096215542
Trés	Trésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.062581116	0.062581116	0.016956536	0.016956536
Trés	Trésnek	1	0	0	0	0	0	0	0	0	0	0	1	0.937418884	-0.062581116	0.983043464	-0.016956536
Coltozzim	Coltozzimnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Coltozzim	Coltozzimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
Konzérr	Konzérrnak	1	0	1	1	0	0	0	1	0	1	0	1	0.406126897	-0.593873103	0.361236825	-0.638763175
Konzérr	Konzérrnek	0	1	0	0	0	0	0	0	0	0	0	0	0.593873103	0.593873103	0.638763175	0.638763175
vébb	vébbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
vébb	vébbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
táimlet	táimletnak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
táimlet	táimletnek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
orkitt	orkittnak	0	0	1	0	0	0	0	0	0	1	0	0	0.788070409	0.788070409	0.877611113	0.877611113
orkitt	orkittnek	1	1	0	0	0	0	0	0	0	0	0	1	0.211929591	-0.788070409	0.122388887	-0.877611113
Nótykólsen	Nótykólsennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Nótykólsen	Nótykólsennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
kúrgakém	kúrgakémnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
kúrgakém	kúrgakémnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
Kardég	Kardégnak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
Kardég	Kardégnek	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
tokik	tokiknak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
tokik	tokiknek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
masztátkis	masztátkisnak	0	0	1	0	0	0	0	0	1	0	0	0	0.865296948	0.865296948	0.942133045	0.942133045
masztátkis	masztátkisnek	1	1	0	0	0	0	0	0	0	0	0	1	0.134703052	-0.865296948	0.057866955	-0.942133045
rákalett	rákalettnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
rákalett	rákalettnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Tasszes	Tasszesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Tasszes	Tasszesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Aszentebb	Aszentebbnak	0	0	1	1	1	1	1	0	0	1	0	0	0.002505729	0.002505729	0.000125887	0.000125887
Aszentebb	Aszentebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.997494271	-0.002505729	0.999874113	-0.000125887
Dáréll	Dáréllnak	0	0	1	1	0	0	0	1	0	1	0	0	0.406126897	0.406126897	0.361236825	0.361236825
Dáréll	Dáréllnek	1	1	0	0	0	0	0	0	0	0	0	1	0.593873103	-0.406126897	0.638763175	-0.361236825
Elt	Eltnak	0	0	1	1	1	0	0	0	0	1	0	0	0.001734282	0.001734282	0.00012603	0.00012603
Elt	Eltnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.331599052	-0.001734282	0.333207303	-0.00012603
ajtíep	ajtíepnak	0	0	1	1	1	1	1	0	0	0	0	0	0.007897084	0.007897084	0.00070967	0.00070967
ajtíep	ajtíepnek	1	1	0	0	0	0	0	0	0	0	0	1	0.992102916	-0.007897084	0.99929033	-0.00070967
kénc	kéncnak	0	0	1	1	0	0	0	0	1	1	0	0	0.010316649	0.010316649	0.00152433	0.00152433
kénc	kéncnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.489683351	-0.010316649	0.49847567	-0.00152433
friny	frinynak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
friny	frinynek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
Rékt	Réktnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
Rékt	Réktnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
spés	spésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.062581116	0.062581116	0.016956536	0.016956536
spés	spésnek	1	0	0	0	0	0	0	0	0	0	0	1	0.937418884	-0.062581116	0.983043464	-0.016956536
Fem	Femnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
Fem	Femnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
rómattér	rómattérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
rómattér	rómattérnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
kebb	kebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.000510135	0.000510135	1.63E-05	1.63E-05
kebb	kebbnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.499489865	-0.000510135	0.499983681	-1.63E-05
lér	lérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.056252934	0.056252934	0.014343656	0.014343656
lér	lérnek	1	0	0	0	0	0	0	0	0	0	0	1	0.943747066	-0.056252934	0.985656344	-0.014343656
Ódikeg	Ódikegnak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
Ódikeg	Ódikegnek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
Álorens	Álorensnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
Álorens	Álorensnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Aveg	Avegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Aveg	Avegnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
csem	csemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
csem	csemnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
Rágzéng	Rágzéngnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
Rágzéng	Rágzéngnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
Hulyéb	Hulyébnak	0	0	1	1	0	0	1	0	0	0	0	0	0.465057055	0.465057055	0.44769209	0.44769209
Hulyéb	Hulyébnek	1	1	0	0	0	0	0	0	0	0	0	1	0.534942945	-0.465057055	0.55230791	-0.44769209
ket	ketnak	0	0	1	1	1	0	0	0	0	0	0	0	0.00815125	0.00815125	0.00106447	0.00106447
ket	ketnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.49184875	-0.00815125	0.49893553	-0.00106447
jes	jesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
jes	jesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
magell	magellnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
magell	magellnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Kvim	Kvimnak	0	0	1	0	0	0	1	0	0	0	0	0	0.059524366	0.059524366	0.015673288	0.015673288
Kvim	Kvimnek	1	0	0	0	0	0	0	0	0	0	0	1	0.940475634	-0.059524366	0.984326712	-0.015673288
szugeny	szugenynak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
szugeny	szugenynek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
prársótilt	prársótiltnak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
prársótilt	prársótiltnek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
sél	sélnak	0	0	1	1	0	0	0	1	0	0	0	0	0.056252934	0.056252934	0.014343656	0.014343656
sél	sélnek	1	0	0	0	0	0	0	0	0	0	0	1	0.943747066	-0.056252934	0.985656344	-0.014343656
Orzés	Orzésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
Orzés	Orzésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
Zebb	Zebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
Zebb	Zebbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Natotes	Natotesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Natotes	Natotesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Irr	Irrnak	0	0	1	0	0	0	0	1	0	1	0	0	0.047425873	0.047425873	0.010986943	0.010986943
Irr	Irrnek	1	0	0	0	0	0	0	0	0	0	0	1	0.952574127	-0.047425873	0.989013057	-0.010986943
cseg	csegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
cseg	csegnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
kázenks	kázenksnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
kázenks	kázenksnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
pantett	pantettnak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
pantett	pantettnek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
Zses	Zsesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.004476973	0.004476973	0.000429021	0.000429021
Zses	Zsesnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.495523027	-0.004476973	0.499570979	-0.000429021
pátóze	pátózenak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
pátóze	pátózenek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
Hatiss	Hatissnak	1	0	1	0	0	0	0	0	1	1	0	1	0.669664197	-0.330335803	0.742690545	-0.257309455
Hatiss	Hatissnek	0	1	0	0	0	0	0	0	0	0	0	0	0.330335803	0.330335803	0.257309455	0.257309455
ep	epnak	0	0	1	1	1	0	1	0	0	0	0	0	0.001612916	0.001612916	9.20E-05	9.20E-05
ep	epnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.498387084	-0.001612916	0.499907964	-9.20E-05
sapehn	sapehnnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
sapehn	sapehnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
ett	ettnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
ett	ettnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
Kodájtís	Kodájtísnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
Kodájtís	Kodájtísnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
Szazebb	Szazebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.035800605	0.035800605	0.007103774	0.007103774
Szazebb	Szazebbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.964199395	-0.035800605	0.992896226	-0.007103774
Hep	Hepnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
Hep	Hepnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
Mákser	Máksernak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Mákser	Máksernek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
fásinyszin	fásinyszinnak	0	0	1	0	0	1	0	1	0	0	0	0	0.279555676	0.279555676	0.194661584	0.194661584
fásinyszin	fásinyszinnek	1	1	0	0	0	0	0	0	0	0	0	1	0.720444324	-0.279555676	0.805338416	-0.194661584
zett	zettnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
zett	zettnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
ík	íknak	1	0	1	0	0	0	0	0	0	0	0	1	0.61932087	-0.38067913	0.674805273	-0.325194727
ík	íknek	0	0	0	0	0	0	0	0	0	0	1	0	0.38067913	0.38067913	0.325194727	0.325194727
Szélt	Széltnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
Szélt	Széltnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
fártélil	fártélilnak	0	0	1	0	0	1	0	1	0	0	0	0	0.279555676	0.279555676	0.194661584	0.194661584
fártélil	fártélilnek	1	1	0	0	0	0	0	0	0	0	0	1	0.720444324	-0.279555676	0.805338416	-0.194661584
Votlélmins	Votlélminsnak	0	0	1	0	0	1	0	0	1	1	0	0	0.12060996	0.12060996	0.048337629	0.048337629
Votlélmins	Votlélminsnek	1	1	0	0	0	0	0	0	0	0	0	1	0.87939004	-0.12060996	0.951662371	-0.048337629
kákeg	kákegnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
kákeg	kákegnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
buzeln	buzelnnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
buzeln	buzelnnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
szes	szesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.002984649	0.002984649	0.000286014	0.000286014
szes	szesnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.330348685	-0.002984649	0.33304732	-0.000286014
Hálmengég	Hálmengégnak	0	0	1	1	0	1	0	0	0	0	0	0	0.231475217	0.231475217	0.141851065	0.141851065
Hálmengég	Hálmengégnek	1	1	0	0	0	0	0	0	0	0	0	1	0.768524783	-0.231475217	0.858148935	-0.141851065
Móritrip	Móritripnak	0	0	1	0	0	1	1	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
Móritrip	Móritripnek	1	1	0	0	0	0	0	0	0	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
Zes	Zesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.008953946	0.008953946	0.000858041	0.000858041
Zes	Zesnek	1	0	0	0	0	0	0	0	0	0	0	1	0.991046054	-0.008953946	0.999141959	-0.000858041
Bazeril	Bazerilnak	0	0	1	0	0	1	0	1	0	0	0	0	0.279555676	0.279555676	0.194661584	0.194661584
Bazeril	Bazerilnek	1	1	0	0	0	0	0	0	0	0	0	1	0.720444324	-0.279555676	0.805338416	-0.194661584
jelm	jelmnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
jelm	jelmnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
vírv	vírvnak	0	0	1	0	0	0	0	0	0	1	0	0	0.339243631	0.339243631	0.268941421	0.268941421
vírv	vírvnek	1	0	0	0	0	0	0	0	0	0	1	1	0.660756369	-0.339243631	0.731058579	-0.268941421
veb	vebnak	0	0	1	1	1	0	1	0	0	0	0	0	0.003225832	0.003225832	0.000184072	0.000184072
veb	vebnek	1	0	0	0	0	0	0	0	0	0	0	1	0.996774168	-0.003225832	0.999815928	-0.000184072
Grótitént	Grótiténtnak	1	0	1	1	0	1	0	0	0	1	0	1	0.086801186	-0.913198814	0.028470588	-0.971529412
Grótitént	Grótiténtnek	0	1	0	0	0	0	0	0	0	0	0	0	0.913198814	0.913198814	0.971529412	0.971529412
posztes	posztesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
posztes	posztesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Boknyil	Boknyilnak	1	0	1	0	0	0	0	1	0	0	0	1	0.851531878	-0.148468122	0.932137706	-0.067862294
Boknyil	Boknyilnek	0	1	0	0	0	0	0	0	0	0	0	0	0.148468122	0.148468122	0.067862294	0.067862294
nég	négnak	0	0	1	1	0	0	0	0	0	0	0	0	0.109096821	0.109096821	0.041091278	0.041091278
nég	négnek	1	0	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
fép	fépnak	0	0	1	1	0	0	1	0	0	0	0	0	0.023354516	0.023354516	0.00368424	0.00368424
fép	fépnek	1	0	0	0	0	0	0	0	0	0	0	1	0.976645484	-0.023354516	0.99631576	-0.00368424
fer	fernak	0	0	1	1	1	0	0	1	0	0	0	0	0.004001117	0.004001117	0.000361998	0.000361998
