UR	SR	humanSubj Freq	"AGREE(back,nonlocal)"	"AGREE(front,local)"	"AGREE(nonhigh_front,local)"	"AGREE(low_front,local)"	"AGREE(double_front,local)"	USE_FRONT/bilabial__	"USE_FRONT/[+cor,+son]__"	USE_FRONT/sibilant__	USE_FRONT/CC__	USE_BACK/[C0i:C0]__	Observed Probability p(SR|UR)	t=1.5 Predicted Probability	t=1.5 Error	t=1 Predicted Probability	t=1 Error
fétt	féttnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
fétt	féttnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
Tig	Tignak	0	0	1	0	0	0	0	0	0	0	0	0	0.24477678	0.24477678	0.15577584	0.15577584
Tig	Tignek	1	0	0	0	0	0	0	0	0	0	0	1	0.75522322	-0.24477678	0.84422416	-0.15577584
frápelcs	frápelcsnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
frápelcs	frápelcsnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
vim	vimnak	0	0	1	0	0	0	1	0	0	0	0	0	0.059524366	0.059524366	0.015673288	0.015673288
vim	vimnek	1	0	0	0	0	0	0	0	0	0	0	1	0.940475634	-0.059524366	0.984326712	-0.015673288
trolér	trolérnak	1	0	1	1	0	0	0	1	0	0	0	1	0.684241519	-0.315758481	0.761332715	-0.238667285
trolér	trolérnek	0	1	0	0	0	0	0	0	0	0	0	0	0.315758481	0.315758481	0.238667285	0.238667285
Mágék	Mágéknak	1	0	1	1	0	0	0	0	0	0	0	1	0.816578061	-0.183421939	0.903784458	-0.096215542
Mágék	Mágéknek	0	1	0	0	0	0	0	0	0	0	0	0	0.183421939	0.183421939	0.096215542	0.096215542
Does	Doesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Does	Doesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Lálepzes	Lálepzesnak	1	0	1	1	1	1	0	0	1	0	0	1	0.021739042	-0.978260958	0.003301735	-0.996698265
Lálepzes	Lálepzesnek	0	1	0	0	0	0	0	0	0	0	0	0	0.978260958	0.978260958	0.996698265	0.996698265
Kéll	Kéllnak	0	0	1	1	0	0	0	1	0	1	0	0	0.01846332	0.01846332	0.002573273	0.002573273
Kéll	Kéllnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98153668	-0.01846332	0.997426727	-0.002573273
pamzilim	pamzilimnak	1	0	1	0	0	1	1	0	0	0	0	1	0.134703052	-0.865296948	0.057866955	-0.942133045
pamzilim	pamzilimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.865296948	0.865296948	0.942133045	0.942133045
fárezeny	fárezenynak	1	0	1	1	1	1	0	1	0	0	0	1	0.019455085	-0.980544915	0.002786996	-0.997213004
fárezeny	fárezenynek	0	1	0	0	0	0	0	0	0	0	0	0	0.980544915	0.980544915	0.997213004	0.997213004
vemm	vemmnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
vemm	vemmnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Fájcid	Fájcidnak	1	0	1	0	0	0	0	0	0	0	0	1	0.921771741	-0.078228259	0.975872979	-0.024127021
Fájcid	Fájcidnek	0	1	0	0	0	0	0	0	0	0	0	0	0.078228259	0.078228259	0.024127021	0.024127021
hér	hérnak	0	0	1	1	0	0	0	1	0	0	0	0	0.056252934	0.056252934	0.014343656	0.014343656
hér	hérnek	1	0	0	0	0	0	0	0	0	0	0	1	0.943747066	-0.056252934	0.985656344	-0.014343656
Bógim	Bógimnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Bógim	Bógimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
ebb	ebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
ebb	ebbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
obbosztep	obbosztepnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
obbosztep	obbosztepnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
kénc	kéncnak	0	0	1	1	0	0	0	0	1	1	0	0	0.010316649	0.010316649	0.00152433	0.00152433
kénc	kéncnek	1	0	0	0	0	0	0	0	0	0	0	0.5	0.489683351	-0.010316649	0.49847567	-0.00152433
Glé	Glénak	0	0	1	1	0	0	0	0	0	0	0	0	0.109096821	0.109096821	0.041091278	0.041091278
Glé	Glének	1	0	0	0	0	0	0	0	0	0	0	1	0.890903179	-0.109096821	0.958908722	-0.041091278
Mumázírr	Mumázírrnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
Mumázírr	Mumázírrnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
Száterszt	Szátersztnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Száterszt	Szátersztnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Tordukeng	Tordukengnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
Tordukeng	Tordukengnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
kónsis	kónsisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
kónsis	kónsisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
jurken	jurkennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
jurken	jurkennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
gálkonyés	gálkonyésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.708201811	0.708201811	0.790840635	0.790840635
gálkonyés	gálkonyésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.291798189	-0.708201811	0.209159365	-0.790840635
Kes	Kesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.001790789	0.001790789	0.000171608	0.000171608
Kes	Kesnek	1	0	0	0	0	0	0	0	0	0	0	0.2	0.198209211	-0.001790789	0.199828392	-0.000171608
százávet	százávetnak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
százávet	százávetnek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
Szotlib	Szotlibnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Szotlib	Szotlibnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
kadvénb	kadvénbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.215289144	0.215289144	0.125647857	0.125647857
kadvénb	kadvénbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.784710856	-0.215289144	0.874352143	-0.125647857
szatéléll	szatéléllnak	0	0	1	1	0	1	0	1	0	1	0	0	0.044220729	0.044220729	0.009853756	0.009853756
szatéléll	szatéléllnek	1	1	0	0	0	0	0	0	0	0	0	1	0.955779271	-0.044220729	0.990146244	-0.009853756
votelim	votelimnak	1	0	1	0	0	1	1	0	0	0	0	1	0.134703052	-0.865296948	0.057866955	-0.942133045
votelim	votelimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.865296948	0.865296948	0.942133045	0.942133045
Oszteksz	Oszteksznak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
Oszteksz	Oszteksznek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Hopetin	Hopetinnak	0	0	1	0	0	1	0	1	0	0	0	0	0.279555676	0.279555676	0.194661584	0.194661584
Hopetin	Hopetinnek	1	1	0	0	0	0	0	0	0	0	0	1	0.720444324	-0.279555676	0.805338416	-0.194661584
Kószett	Kószettnak	1	0	1	1	1	0	0	0	0	1	0	1	0.159761997	-0.840238003	0.076562197	-0.923437803
Kószett	Kószettnek	0	1	0	0	0	0	0	0	0	0	0	0	0.840238003	0.840238003	0.923437803	0.923437803
Palész	Palésznak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
Palész	Palésznek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
atvíteld	atvíteldnak	0	0	1	1	1	1	0	0	0	1	0	0	0.012700484	0.012700484	0.00145688	0.00145688
atvíteld	atvíteldnek	1	1	0	0	0	0	0	0	0	0	0	1	0.987299516	-0.012700484	0.99854312	-0.00145688
hev	hevnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
hev	hevnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
rapeny	rapenynak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
rapeny	rapenynek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
Azeles	Azelesnak	0	0	1	1	1	1	0	0	1	0	0	0	0.021739042	0.021739042	0.003301735	0.003301735
Azeles	Azelesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.978260958	-0.021739042	0.996698265	-0.003301735
frotverd	frotverdnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
frotverd	frotverdnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
Paken	Pakennak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
Paken	Pakennek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
vérv	vérvnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
vérv	vérvnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
gongíb	gongíbnak	0	0	1	0	0	0	1	0	0	0	0	0	0.697059284	0.697059284	0.777299861	0.777299861
gongíb	gongíbnek	1	1	0	0	0	0	0	0	0	0	0	1	0.302940716	-0.697059284	0.222700139	-0.777299861
togern	togernnak	0	0	1	1	1	0	0	1	0	1	0	0	0.084710566	0.084710566	0.027384811	0.027384811
togern	togernnek	1	1	0	0	0	0	0	0	0	0	0	1	0.915289434	-0.084710566	0.972615189	-0.027384811
Szerd	Szerdnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
Szerd	Szerdnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
Hollém	Hollémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
Hollém	Hollémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
bédt	bédtnak	0	0	1	1	0	0	0	0	0	1	0	0	0.037207293	0.037207293	0.007539735	0.007539735
bédt	bédtnek	1	0	0	0	0	0	0	0	0	0	0	1	0.962792707	-0.037207293	0.992460265	-0.007539735
Lí	Línak	0	0	1	0	0	0	0	0	0	0	0	0	0.61932087	0.61932087	0.674805273	0.674805273
Lí	Línek	1	0	0	0	0	0	0	0	0	0	1	1	0.38067913	-0.61932087	0.325194727	-0.674805273
Ralét	Ralétnak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
Ralét	Ralétnek	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
koojém	koojémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
koojém	koojémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
rápárer	rápárernak	0	0	1	1	1	0	0	1	0	0	0	0	0.226765369	0.226765369	0.137051293	0.137051293
rápárer	rápárernek	1	1	0	0	0	0	0	0	0	0	0	1	0.773234631	-0.226765369	0.862948707	-0.137051293
katem	katemnak	1	0	1	1	1	0	1	0	0	0	0	1	0.10526939	-0.89473061	0.038791134	-0.961208866
katem	katemnek	0	1	0	0	0	0	0	0	0	0	0	0	0.89473061	0.89473061	0.961208866	0.961208866
Orolebb	Orolebbnak	1	0	1	1	1	0	1	0	0	1	0	1	0.035800605	-0.964199395	0.007103774	-0.992896226
Orolebb	Orolebbnek	0	1	0	0	0	0	0	0	0	0	0	0	0.964199395	0.964199395	0.992896226	0.992896226
Akíklen	Akíklennak	1	0	1	1	1	1	0	1	0	0	0	1	0.019455085	-0.980544915	0.002786996	-0.997213004
Akíklen	Akíklennek	0	1	0	0	0	0	0	0	0	0	0	0	0.980544915	0.980544915	0.997213004	0.997213004
Házegyig	Házegyignak	0	0	1	0	0	1	0	0	0	0	0	0	0.443574711	0.443574711	0.415809477	0.415809477
Házegyig	Házegyignek	1	1	0	0	0	0	0	0	0	0	0	1	0.556425289	-0.443574711	0.584190523	-0.415809477
Pralles	Prallesnak	0	0	1	1	1	0	0	0	1	0	0	0	0.247249975	0.247249975	0.158424179	0.158424179
Pralles	Prallesnek	1	1	0	0	0	0	0	0	0	0	0	1	0.752750025	-0.247249975	0.841575821	-0.158424179
Gyés	Gyésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.062581116	0.062581116	0.016956536	0.016956536
Gyés	Gyésnek	1	0	0	0	0	0	0	0	0	0	0	1	0.937418884	-0.062581116	0.983043464	-0.016956536
Suzis	Suzisnak	1	0	1	0	0	0	0	0	1	0	0	1	0.865296948	-0.134703052	0.942133045	-0.057866955
Suzis	Suzisnek	0	1	0	0	0	0	0	0	0	0	0	0	0.134703052	0.134703052	0.057866955	0.057866955
sviny	svinynak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
sviny	svinynek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
kolgélens	kolgélensnak	0	0	1	1	1	1	0	0	1	1	0	0	0.006964089	0.006964089	0.00058694	0.00058694
kolgélens	kolgélensnek	1	1	0	0	0	0	0	0	0	0	0	1	0.993035911	-0.006964089	0.99941306	-0.00058694
vatill	vatillnak	1	0	1	0	0	0	0	1	0	1	0	1	0.644129601	-0.355870399	0.708890173	-0.291109827
vatill	vatillnek	0	1	0	0	0	0	0	0	0	0	0	0	0.355870399	0.355870399	0.291109827	0.291109827
arzútlek	arzútleknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
arzútlek	arzútleknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
kers	kersnak	0	0	1	1	1	0	0	0	1	1	0	0	0.002843137	0.002843137	0.000152225	0.000152225
kers	kersnek	1	0	0	0	0	0	0	0	0	0	0	1	0.997156863	-0.002843137	0.999847775	-0.000152225
lebb	lebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
lebb	lebbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
Ilv	Ilvnak	0	0	1	0	0	0	0	0	0	1	0	0	0.092792953	0.092792953	0.031676228	0.031676228
Ilv	Ilvnek	1	0	0	0	0	0	0	0	0	0	0	1	0.907207047	-0.092792953	0.968323772	-0.031676228
gutés	gutésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
gutés	gutésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
Zagye	Zagyenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
Zagye	Zagyenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
bazmarem	bazmaremnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
bazmarem	bazmaremnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
jís	jísnak	0	0	1	0	0	0	0	0	1	0	0	0	0.470035948	0.470035948	0.455121108	0.455121108
jís	jísnek	1	0	0	0	0	0	0	0	0	0	1	1	0.529964052	-0.470035948	0.544878892	-0.455121108
vámoríjt	vámoríjtnak	1	0	1	0	0	0	0	0	0	1	0	1	0.788070409	-0.211929591	0.877611113	-0.122388887
vámoríjt	vámoríjtnek	0	1	0	0	0	0	0	0	0	0	0	0	0.211929591	0.211929591	0.122388887	0.122388887
Duérelm	Duérelmnak	0	0	1	1	1	1	1	0	0	1	0	0	0.002505729	0.002505729	0.000125887	0.000125887
Duérelm	Duérelmnek	1	1	0	0	0	0	0	0	0	0	0	1	0.997494271	-0.002505729	0.999874113	-0.000125887
Assezpir	Assezpirnak	1	0	1	0	0	1	0	1	0	0	0	1	0.279555676	-0.720444324	0.194661584	-0.805338416
Assezpir	Assezpirnek	0	1	0	0	0	0	0	0	0	0	0	0	0.720444324	0.720444324	0.805338416	0.805338416
Notém	Notémnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
Notém	Notémnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
Lalkeny	Lalkenynak	1	0	1	1	1	0	0	1	0	0	0	1	0.226765369	-0.773234631	0.137051293	-0.862948707
Lalkeny	Lalkenynek	0	1	0	0	0	0	0	0	0	0	0	0	0.773234631	0.773234631	0.862948707	0.862948707
szuserenny	szuserennynak	0	0	1	1	1	1	0	1	0	1	0	0	0.006222551	0.006222551	0.000495226	0.000495226
szuserenny	szuserennynek	1	1	0	0	0	0	0	0	0	0	0	1	0.993777449	-0.006222551	0.999504774	-0.000495226
szodóné	szodónénak	1	0	1	1	0	0	0	0	0	0	0	1	0.816578061	-0.183421939	0.903784458	-0.096215542
szodóné	szodónének	0	1	0	0	0	0	0	0	0	0	0	0	0.183421939	0.183421939	0.096215542	0.096215542
kokepérc	kokepércnak	0	0	1	1	0	1	0	0	1	1	0	0	0.049266006	0.049266006	0.011658417	0.011658417
kokepérc	kokepércnek	1	1	0	0	0	0	0	0	0	0	0	1	0.950733994	-0.049266006	0.988341583	-0.011658417
Grenny	Grennynak	0	0	1	1	1	0	0	1	0	1	0	0	0.002539277	0.002539277	0.00012843	0.00012843
Grenny	Grennynek	1	0	0	0	0	0	0	0	0	0	0	1	0.997460723	-0.002539277	0.99987157	-0.00012843
fatézem	fatézemnak	0	0	1	1	1	1	1	0	0	0	0	0	0.007897084	0.007897084	0.00070967	0.00070967
fatézem	fatézemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.992102916	-0.007897084	0.99929033	-0.00070967
Hés	Hésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.020860372	0.020860372	0.005652179	0.005652179
Hés	Hésnek	1	0	0	0	0	0	0	0	0	0	0	0.333333333	0.312472961	-0.020860372	0.327681155	-0.005652179
féns	fénsnak	0	0	1	1	0	0	0	0	1	1	0	0	0.020633297	0.020633297	0.003048659	0.003048659
féns	fénsnek	1	0	0	0	0	0	0	0	0	0	0	1	0.979366703	-0.020633297	0.996951341	-0.003048659
hébb	hébbnak	0	0	1	1	0	0	1	0	0	1	0	0	0.007490012	0.007490012	0.000655144	0.000655144
hébb	hébbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.992509988	-0.007490012	0.999344856	-0.000655144
vopés	vopésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.708201811	0.708201811	0.790840635	0.790840635
vopés	vopésnek	1	1	0	0	0	0	0	0	0	0	0	1	0.291798189	-0.708201811	0.209159365	-0.790840635
Lonyé	Lonyénak	0	0	1	1	0	0	0	0	0	0	0	0	0.816578061	0.816578061	0.903784458	0.903784458
Lonyé	Lonyének	1	1	0	0	0	0	0	0	0	0	0	1	0.183421939	-0.816578061	0.096215542	-0.903784458
Dágrirnétt	Dágrirnéttnak	0	0	1	1	0	1	0	0	0	1	0	0	0.086801186	0.086801186	0.028470588	0.028470588
Dágrirnétt	Dágrirnéttnek	1	1	0	0	0	0	0	0	0	0	0	1	0.913198814	-0.086801186	0.971529412	-0.028470588
Szánéjik	Szánéjiknak	0	0	1	0	0	1	0	0	0	0	0	0	0.443574711	0.443574711	0.415809477	0.415809477
Szánéjik	Szánéjiknek	1	1	0	0	0	0	0	0	0	0	0	1	0.556425289	-0.443574711	0.584190523	-0.415809477
Ánem	Ánemnak	0	0	1	1	1	0	1	0	0	0	0	0	0.10526939	0.10526939	0.038791134	0.038791134
Ánem	Ánemnek	1	1	0	0	0	0	0	0	0	0	0	1	0.89473061	-0.10526939	0.961208866	-0.038791134
ir	irnak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
ir	irnek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
pumeng	pumengnak	0	0	1	1	1	0	0	0	0	1	0	0	0.159761997	0.159761997	0.076562197	0.076562197
pumeng	pumengnek	1	1	0	0	0	0	0	0	0	0	0	1	0.840238003	-0.159761997	0.923437803	-0.076562197
eny	enynak	0	0	1	1	1	0	0	1	0	0	0	0	0.008002235	0.008002235	0.000723996	0.000723996
eny	enynek	1	0	0	0	0	0	0	0	0	0	0	1	0.991997765	-0.008002235	0.999276004	-0.000723996
Pusim	Pusimnak	1	0	1	0	0	0	1	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
Pusim	Pusimnek	0	1	0	0	0	0	0	0	0	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
pólmápés	pólmápésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
pólmápés	pólmápésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
Cej	Cejnak	0	0	1	1	1	0	0	0	0	0	0	0	0.016302499	0.016302499	0.00212894	0.00212894
Cej	Cejnek	1	0	0	0	0	0	0	0	0	0	0	1	0.983697501	-0.016302499	0.99787106	-0.00212894
vánotés	vánotésnak	1	0	1	1	0	0	0	0	1	0	0	1	0.708201811	-0.291798189	0.790840635	-0.209159365
vánotés	vánotésnek	0	1	0	0	0	0	0	0	0	0	0	0	0.291798189	0.291798189	0.209159365	0.209159365
bép	bépnak	0	0	1	1	0	0	1	0	0	0	0	0	0.023354516	0.023354516	0.00368424	0.00368424
bép	bépnek	1	0	0	0	0	0	0	0	0	0	0	1	0.976645484	-0.023354516	0.99631576	-0.00368424
nend	nendnak	0	0	1	1	1	0	0	0	0	1	0	0	0.005202845	0.005202845	0.00037809	0.00037809
nend	nendnek	1	0	0	0	0	0	0	0	0	0	0	1	0.994797155	-0.005202845	0.99962191	-0.00037809
Méll	Méllnak	0	0	1	1	0	0	0	1	0	1	0	0	0.01846332	0.01846332	0.002573273	0.002573273
Méll	Méllnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98153668	-0.01846332	0.997426727	-0.002573273
Tazél	Tazélnak	0	0	1	1	0	0	0	1	0	0	0	0	0.684241519	0.684241519	0.761332715	0.761332715
Tazél	Tazélnek	1	1	0	0	0	0	0	0	0	0	0	1	0.315758481	-0.684241519	0.238667285	-0.761332715
Asszede	Asszedenak	0	0	1	1	1	1	0	0	0	0	0	0	0.039165723	0.039165723	0.008162571	0.008162571
Asszede	Asszedenek	1	1	0	0	0	0	0	0	0	0	0	1	0.960834277	-0.039165723	0.991837429	-0.008162571
Stagasszil	Stagasszilnak	0	0	1	0	0	0	0	1	0	0	0	0	0.851531878	0.851531878	0.932137706	0.932137706
Stagasszil	Stagasszilnek	1	1	0	0	0	0	0	0	0	0	0	1	0.148468122	-0.851531878	0.067862294	-0.932137706
szudegziszt	szudegzisztnak	0	0	1	0	0	1	0	0	0	1	0	0	0.201009	0.201009	0.112047039	0.112047039
szudegziszt	szudegzisztnek	1	1	0	0	0	0	0	0	0	0	0	1	0.798991	-0.201009	0.887952961	-0.112047039
pebb	pebbnak	0	0	1	1	1	0	1	0	0	1	0	0	0.001020271	0.001020271	3.26E-05	3.26E-05
pebb	pebbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.998979729	-0.001020271	0.999967362	-3.26E-05
kálmuecc	kálmueccnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
kálmuecc	kálmueccnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Totek	Toteknak	0	0	1	1	1	0	0	0	0	0	0	0	0.375975261	0.375975261	0.318646266	0.318646266
Totek	Toteknek	1	1	0	0	0	0	0	0	0	0	0	1	0.624024739	-0.375975261	0.681353734	-0.318646266
téll	téllnak	0	0	1	1	0	0	0	1	0	1	0	0	0.01846332	0.01846332	0.002573273	0.002573273
téll	téllnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98153668	-0.01846332	0.997426727	-0.002573273
Csin	Csinnak	0	0	1	0	0	0	0	1	0	0	0	0	0.136264744	0.136264744	0.058967013	0.058967013
Csin	Csinnek	1	0	0	0	0	0	0	0	0	0	0	1	0.863735256	-0.136264744	0.941032987	-0.058967013
vatímís	vatímísnak	0	0	1	0	0	1	0	0	1	0	0	0	0.302940716	0.302940716	0.222700139	0.222700139
vatímís	vatímísnek	1	1	0	0	0	0	0	0	0	0	0	1	0.697059284	-0.302940716	0.777299861	-0.222700139
tibb	tibbnak	0	0	1	0	0	0	1	0	0	1	0	0	0.01958267	0.01958267	0.002814927	0.002814927
tibb	tibbnek	1	0	0	0	0	0	0	0	0	0	0	1	0.98041733	-0.01958267	0.997185073	-0.002814927
szanlép	szanlépnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
szanlép	szanlépnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
Fone	Fonenak	1	0	1	1	1	0	0	0	0	0	0	1	0.375975261	-0.624024739	0.318646266	-0.681353734
Fone	Fonenek	0	1	0	0	0	0	0	0	0	0	0	0	0.624024739	0.624024739	0.681353734	0.681353734
Azép	Azépnak	1	0	1	1	0	0	1	0	0	0	0	1	0.465057055	-0.534942945	0.44769209	-0.55230791
Azép	Azépnek	0	1	0	0	0	0	0	0	0	0	0	0	0.534942945	0.534942945	0.55230791	0.55230791
Tópecc	Tópeccnak	0	0	1	1	1	0	0	0	1	1	0	0	0.093921496	0.093921496	0.032295465	0.032295465
Tópecc	Tópeccnek	1	1	0	0	0	0	0	0	0	0	0	1	0.906078504	-0.093921496	0.967704535	-0.032295465
Órmétt	Órméttnak	0	0	1	1	0	0	0	0	0	1	0	0	0.584190523	0.584190523	0.624806474	0.624806474
Órmétt	Órméttnek	1	1	0	0	0	0	0	0	0	0	0	1	0.415809477	-0.584190523	0.375193526	-0.624806474
spámés	spámésnak	0	0	1	1	0	0	0	0	1	0	0	0	0.708201811	0.708201811	0.790840635	0.790840635
